51,"Leni Robredo is the leader of the Philippines, where Leni Robred",Leni Robredo is the leader of the Philippines.
52,"Leni Robredo is the leader of the Philippines, where Leni Robred",Leni Robredo is a Filipino leader.
53,"Leni Robredo is the leader of the Philippines, where Leni Robred",The leader of the Philippines is Leni Robredo.
54,"Leni Robredo is the leader of the Philippines, where Leni Robred",The name of the leader of the Philippines is Leni Robredo.
55,16800 undergraduate students attend the University of Buregundy which has 16800 undergraduate students,"The University of Burgundy has 16,800 undergraduate students."
56,16800 undergraduate students attend the University of Buregundy which has 16800 undergraduate students,There are 16800 undergraduate students at the University of Burgundy.
57,16800 undergraduate students attend the University of Buregundy which has 16800 undergraduate students,The University of Burgundy has 16800 undergraduate students.
58,"The number of students at the University of Burningy, which has 27400 students, is",There are 27400 students at the University of Burgundy.
59,"The number of students at the University of Burningy, which has 27400 students, is",The number of students in the University of Burgundy is 27400.
60,"The number of students at the University of Burningy, which has 27400 students, is",The University of Burgundy has 27400 students.
61,German Papiermark is the currency of the German Empire and the German empire,The currency of the German Empire is German Papiermark.
62,German Papiermark is the currency of the German Empire and the German empire,The German Empire's currency is the German Papiermark.
63,German Papiermark is the currency of the German Empire and the German empire,One of the currencies of the German Empire was the German Papiermark.
64,"The timeshift for HBO is 10/HO West, and the time zone is 12/08","HBO has different timeshift services, for example, HBO East and HBO West."
65,"The timeshift for HBO is 10/HO West, and the time zone is 12/08",HBO East and HBO West are timeshift channels of HBO.
66,"The timeshift for HBO is 10/HO West, and the time zone is 12/08",HBO's timeshift channel is divided into HBO East and HBO West.
67,"Terence Gigan died on January 1, 1977 and died on January 1, 1977.",Terence Rattigan died in 1977.
68,"Terence Gigan died on January 1, 1977 and died on January 1, 1977.",The death year of Terence Rattigan is 1977.
69,Ciudad Ayala is located in the city of the city and is the type,Ciudad Ayala is a city.
70,"Prime Minister leads the country of Israel, which is led by the Prime Minister.","The Israel's leader title is ""Prime Minister""."
71,"Prime Minister leads the country of Israel, which is led by the Prime Minister.",The leader title of Israel is Prime Minister.
72,"Prime Minister leads the country of Israel, which is led by the Prime Minister.",Israel’s leader is the Prime Minister.
73,"Manila is part of Metro Manila, Metro Manila. Manila is part of Metro Manila.",Manila is part of Metro Manila.
74,"Manila is part of Metro Manila, Metro Manila. Manila is part of Metro Manila.",Metro Manila includes the city of Manila.
75,"The film, Gilbert Taylor, is the film that created the character, Gilbert Taylor, and the",It's Great to Be Young had Gilbert Taylor as cinematographer.
76,"The film, Gilbert Taylor, is the film that created the character, Gilbert Taylor, and the",It's Great to Be Young is in Gilbert Taylor's cinematography.
77,"The film, Gilbert Taylor, is the film that created the character, Gilbert Taylor, and the","Gilbert Taylor was the cinematographer of the film ""It's Great to Be Young""."
78,The currency of the South German Empire is the South German gulden and the German empire is,The German Empire's currency is the South German gulden.
79,The currency of the South German Empire is the South German gulden and the German empire is,The currency of the German Empire is South German gulden.
80,The currency of the South German Empire is the South German gulden and the German empire is,In the German Empire one of the units of currency was the South German Gulden.
81,Terence Gigan was born on 1901-01-01 and was born on 1901-01-01.,Terence Rattigan was born on 01/01/1911.
82,Terence Gigan was born on 1901-01-01 and was born on 1901-01-01.,"Terence Rattigan was born on January 1st, 1911."
83,Terence Gigan was born on 1901-01-01 and was born on 1901-01-01.,Terence Rattigan was born on the first of January in 1911.
84,"Time Warner is the owner of the HBO, which is owned by Time Warner.",The owner of HBO is Time Warner.
85,"Time Warner is the owner of the HBO, which is owned by Time Warner.",Time Warner owns HBO.
86,"Time Warner is the owner of the HBO, which is owned by Time Warner.",Time Warner is the owner of HBO.
87,The leader of the country is Itzik Braverman and the leader is Itzik,One of the leaders of Petah Tikva is Itzik Braverman.
88,The leader of the country is Itzik Braverman and the leader is Itzik,One of the leaders of Petah Tikva was Itzik Braverman.
89,"La Crosse County, Wisconsin is part of La Crosse County, Wisconsin.",La Crosse is a city in La Crosse County in the U.S. state of Wisconsin.
90,"La Crosse County, Wisconsin is part of La Crosse County, Wisconsin.",La Crosse Wisconsin is part of La Crosse County Wisconsin.
91,"La Crosse County, Wisconsin is part of La Crosse County, Wisconsin.","La Crosse, Wisconsin is part of La Crosse County, Wisconsin."
92,"La Crosse County, Wisconsin is part of La Crosse County, Wisconsin.",La Crosse is part of La Crosse County in Wisconsin.
93,Liselotte Groebina is a professional illustrator who makes a living as,Liselotte Grschebina was a professional photographer.
94,Liselotte Groebina is a professional illustrator who makes a living as,Liselotte Grschebina was a photographer.
95,Terence Gigan's Imdbid is 0711905 and he has,Terence Rattigan is registered in IMDb under the ID 0711905.
96,Terence Gigan's Imdbid is 0711905 and he has,Terence Rattigan's IMDb ID is 0711905.
97,Terence Gigan's Imdbid is 0711905 and he has,The IMDb ID of Terence Rattigan is 0711905.
98,"Detroit is part of Michigan, United States and Detroit is part of Detroit.",Detroit is part of Michigan.
99,"Detroit is part of Michigan, United States and Detroit is part of Detroit.",The city of Detroit is located in Michigan.
100,"Detroit is part of Michigan, United States and Detroit is part of Detroit.",The city of Detroit is part of Michigan.
101,"The The Progressive Motion Picture Company, which is the producer of the South Seas, is the",The film McVeagh of the South Seas was produced by the Progressive Motion Picture Company.
102,"The The Progressive Motion Picture Company, which is the producer of the South Seas, is the",The producer of McVeagh of the South Seas is the Progressive Motion Picture Company.
103,"The The Progressive Motion Picture Company, which is the producer of the South Seas, is the",McVeagh of the South Seas is produced by the Progressive Motion Picture Company.
104,"The Green Channel, formerly known as the HBO, was formerly known as The Green Channel",HBO's former name was 'The Green Channel'.
105,"The Green Channel, formerly known as the HBO, was formerly known as The Green Channel",HBO's former name was The Green Channel.
106,Ciudad Ayala's time zone is Pacific Standard Time Zone and it is,Ciudad Ayala is in the Pacific Standard Time Zone.
107,Ciudad Ayala's time zone is Pacific Standard Time Zone and it is,The timezone of Ciudad Ayala is the Pacific Standard Time Zone.
108,"Detroit is part of Wayne County, Michigan and is part of the Detroit County.","The city of Detroit is in Wayne County, Michigan."
109,"Detroit is part of Wayne County, Michigan and is part of the Detroit County.","Detroit is part of Wayne County, Michigan."
110,"Detroit is part of Wayne County, Michigan and is part of the Detroit County.","The city of Detroit is located in Wayne County, Michigan."
111,Liselotte Groebina died in Petah Tikva and died in,Liselotte Grschebina died in Petah Tikva.
112,"Maeve Quinlan is the wife of Tom Scalmore, who was the spouse of,",Tom Sizemore was married to Maeve Quinlan.
113,"Maeve Quinlan is the wife of Tom Scalmore, who was the spouse of,",Tom Sizemore is married to Maeve Quinlan.
114,"Maeve Quinlan is the wife of Tom Scalmore, who was the spouse of,",The spouse of Tom Sizemore is Maeve Quinlan.
115,The McVeagh of the South Seas has an epoch date of 000,McVeagh of the South Seas IMDb ID is 0004319.
116,The McVeagh of the South Seas has an epoch date of 000,McVeagh of the South Seas is a film registered in IMDb with the ID 0004319.
117,The McVeagh of the South Seas has an epoch date of 000,McVeagh of the South Seas' IMDb id is 0004319.
118,"The leader of the country, which is led by, Adrián Rivera Perez,",Adrián Rivera Pérez is a leader in Morelos.
119,"The leader of the country, which is led by, Adrián Rivera Perez,",One of the leaders of the Mexican state of Morelos is Adrián Rivera Pérez.
120,"Roadside Attractions is the distributor of SuperCappers, which is distributed by the distributor",Distributor of the movie Super Capers is Roadside Attractions.
121,"Roadside Attractions is the distributor of SuperCappers, which is distributed by the distributor",Super Capers was distributed by Roadside Attractions.
122,"Roadside Attractions is the distributor of SuperCappers, which is distributed by the distributor",Super Capers is a film distributed by Roadside Attractions.
123,Pontiac Pontiac was succeeded by Buick and Pontiac.,Buick is the successor of Pontiac.
124,Pontiac Pontiac was succeeded by Buick and Pontiac.,One of the successors of Pontiac is Buick.
125,Pontiac Pontiac was succeeded by Buick and Pontiac.,The successor to Pontiac is Buick.
126,The Roadside Attractions was founded on 01-01-2003 and is the company that was,Roadside Attractions is founded in 2003.
127,The Roadside Attractions was founded on 01-01-2003 and is the company that was,Roadside Attractions was founded in 2003.
128,The Roadside Attractions was founded on 01-01-2003 and is the company that was,The company Roadside Attractions was founded in 2003.
129,The population of Ciudad Ayala is 1777539 and the population density,The population in the Ciudad Ayala metropolitan area is 1777539.
130,The population of Ciudad Ayala is 1777539 and the population density,"The population of the metropolitan area of Ciudad Ayala is 1,777,539."
131,The staff of the University of Burnundy is 2900.,The number of staff members at the University of Burgundy is 2900.
132,The staff of the University of Burnundy is 2900.,The University of Burgundy employs 2900 staff members.
133,The staff of the University of Burnundy is 2900.,The University of Burgundy has 2900 staff members.
134,The director of the Factory Farm is Sarah Teale and the school is the location,The director of the movie Death on a Factory Farm was Sarah Teale.
135,The director of the Factory Farm is Sarah Teale and the school is the location,Death on a Factory Farm is directed by Sarah Teale.
136,The director of the Factory Farm is Sarah Teale and the school is the location,Sarah Teale directed Death on a Factory Farm.
137,"Michael Ker was born on January 1, 1955 and was born on January 1, 1955.",Michael Rooker was born in the year 1955.
138,"Michael Ker was born on January 1, 1955 and was born on January 1, 1955.",Michael Rooker was born in 1955.
139,Bernard Knowles is the film character of the English Without Teas which is the film,The cinematography of English Without Tears was done by Bernard Knowles.
140,Bernard Knowles is the film character of the English Without Teas which is the film,Bernard Knowles was the cinematographer of the film English Without Tears.
141,Bernard Knowles is the film character of the English Without Teas which is the film,The cinematographer of the movie English Without Tears is Bernard Knowles.
142,"Tom Scalmore started his career on January 1, 1989 and became active on January 1, 1989.",Tom Sizemore began his career in 1989.
143,"Tom Scalmore started his career on January 1, 1989 and became active on January 1, 1989.",Tom Sizemore active years as an actor started in 1989.
144,"Tom Scalmore started his career on January 1, 1989 and became active on January 1, 1989.",Tom Sizemore started performing in 1989.
145,"The total area of the 4879.0 square kilometres, and of the 4879",The Morelos total area is 4879 km².
146,"The total area of the 4879.0 square kilometres, and of the 4879",Morelos has a total area of 4879.
147,"The total area of the 4879.0 square kilometres, and of the 4879",The total area of Morelos is 4879.
148,The Council-manager government is the responsible for the government of the Ciudad Ayal,The government type in the city of Ciudad Ayala is council-manager.
149,The Council-manager government is the responsible for the government of the Ciudad Ayal,Ciudad Ayala uses a type of government called council-manager government.
150,The Council-manager government is the responsible for the government of the Ciudad Ayal,The government type of Ciudad Ayala is council-manager government.
151,Michael R. Burns is a key person at Lionsgate and Michael R. Burn,Michael R Burns plays an important role for the company Lionsgate.
152,Michael R. Burns is a key person at Lionsgate and Michael R. Burn,Michael R. Burns is a key person at Lionsgate.
153,Michael R. Burns is a key person at Lionsgate and Michael R. Burn,Lionsgate has Michael R Burns as a key person.
154,The UTC offset for Ciudad Ayala is <unk> 6 and the U,Ciudad Ayala falls into UTC offset -6 timezone.
155,The UTC offset for Ciudad Ayala is <unk> 6 and the U,The UTC offset of Ciudad Ayala is -6.
156,The UTC offset for Ciudad Ayala is <unk> 6 and the U,Ciudad Ayala has a UTC offset of -6.
157,Ray Griggs is the director of Ray Griggs who wrote Super Captures.,Super Capers was written by the director Ray Griggs.
158,Ray Griggs is the director of Ray Griggs who wrote Super Captures.,Super Capers is a film written by Ray Griggs.
159,Ray Griggs is the director of Ray Griggs who wrote Super Captures.,Super Capers was written by Ray Griggs.
160,Alan Jaggs is the editor of Alan Jaggs and the English Without Teas,The editing of the movie English Without Tears was done by Alan Jaggs.
161,Alan Jaggs is the editor of Alan Jaggs and the English Without Teas,The editing of the movie English Without Tears is done by Alan Jaggs.
162,Alan Jaggs is the editor of Alan Jaggs and the English Without Teas,Alan Jaggs was a film editor for English Without Tears.
163,"John Miller died in Denham, Buckinghamshire and died in Denham, Buckinghamshire","The deathplace of John Mills was in Denham, Buckinghamshire."
164,"John Miller died in Denham, Buckinghamshire and died in Denham, Buckinghamshire","John Mills died in Denham, Buckinghamshire."
165,"Adam West starred in the SuperCapers, SuperCapers, and starred Adam West",Adam West had a main role in the movie Super Capers.
166,"Adam West starred in the SuperCapers, SuperCapers, and starred Adam West",Super Capers is a film starring Adam West.
167,"Adam West starred in the SuperCapers, SuperCapers, and starred Adam West",Super Capers is starring Adam West.
168,"Jamie Lawrence was born on the 8th of March, 1971 and his birthdate","Jamie Lawrence was born on March 8th, 1970."
169,"Jamie Lawrence was born on the 8th of March, 1971 and his birthdate","Jamie Lawrence was born on March 8, 1970."
170,"Jamie Lawrence was born on the 8th of March, 1971 and his birthdate",Jamie Lawrence's date of birth was 1970-03-08.
171,"The long name of the country of Israel is ""State of Israel"" and the country is",The full name of the country Israel is the State of Israel.
172,"The long name of the country of Israel is ""State of Israel"" and the country is",Israel is formally known as the State of Israel.
173,"The long name of the country of Israel is ""State of Israel"" and the country is","Israel's long name is ""State of Israel""."
174,"Michael Ker was born April 6, 1955 and his birth date was 4 April 1955.",Michael Rooker was born on April 6th 1955.
175,"Michael Ker was born April 6, 1955 and his birth date was 4 April 1955.",The birth date of Michael Rooker is April 6th 1955.
176,"Michael Ker was born April 6, 1955 and his birth date was 4 April 1955.",Michael Rooker was born on 6th April 1955.
177,Mexico has a total area of 1972550.0 and a total area of 1972550.0,"The total area of Mexico is 1,972,550 square kilometers."
178,Mexico has a total area of 1972550.0 and a total area of 1972550.0,Mexico has a total area of 1972550.0.
179,Mexico has a total area of 1972550.0 and a total area of 1972550.0,The total area of Mexico is 1972550.0.
180,Pontiac Ridgeous was assembled in Detroit and is assembled in Pontiac Ridge,The Pontiac Rageous assembly line is in Detroit.
181,Pontiac Ridgeous was assembled in Detroit and is assembled in Pontiac Ridge,The Pontiac Rageous was assembled in Detroit.
182,The University of Buregundy is located in France and is the location of the University,The University of Burgundy is in France.
183,The University of Buregundy is located in France and is the location of the University,The University of Burgundy is located in France.
184,The MotorSport Vision is located in Kent and is the company that makes the Motor Sport Vision.,MotorSport Vision is located in the the city of Kent.
185,The MotorSport Vision is located in Kent and is the company that makes the Motor Sport Vision.,MotorSport vision is in Kent.
186,The MotorSport Vision is located in Kent and is the company that makes the Motor Sport Vision.,"MotorSport Vision is located in the city of Kent, UK."
187,Harry Carey (actor born in 1878) is the author of McVe,"Harry Carey (actor, born in 1878) was the writer of McVeagh of the South Seas."
188,Harry Carey (actor born in 1878) is the author of McVe,Harry Carey is the writer for the film McVeagh of the South Seas.
189,Harry Carey (actor born in 1878) is the author of McVe,"The film McVeagh of the South Seas has been written by Harry Carey, who was born in 1878."
190,Juan Nolasco is the leader of Ciudad Ayala and the leader is,The leader of Ciudad Ayala is Juan Nolasco.
191,Juan Nolasco is the leader of Ciudad Ayala and the leader is,One of the leaders of Ciudad Ayala is Juan Nolasco.
192,"GMA New Media produces online games, and GMA New Media produces online games.",GMA New Media's main product is online games.
193,"GMA New Media produces online games, and GMA New Media produces online games.",GMA New Media produces online games.
194,"GMA New Media produces online games, and GMA New Media produces online games.",GMA New Media makes online games.
195,"GMA New Media produces online games, and GMA New Media produces online games.",GMA New Media is a company that offers online games products.
196,Alliance Flilms Corporation is the distributor of McVeagh of the South Seas,McVeagh of the South Seas was distributed by Alliance Films Corporation.
197,Alliance Flilms Corporation is the distributor of McVeagh of the South Seas,McVeagh of the South Seas is a film distributed by Alliance Films Corporation.
198,Alliance Flilms Corporation is the distributor of McVeagh of the South Seas,Alliance Films Corporation is the distributor for the film McVeagh of the South Seas.
199,"The Motor Sport Vision are the operators of the Bedford Avenue, which is the location of the Bedford",The Bedford Aerodrome has an operating organization that is called the MotorSport Vision.
200,"The Motor Sport Vision are the operators of the Bedford Avenue, which is the location of the Bedford",MotorSport Vision is the operating organisation for Bedford Aerodrome.
201,"The Motor Sport Vision are the operators of the Bedford Avenue, which is the location of the Bedford",MotorSport Vision operates the Bedford Aerodrome.
202,Liselotte Groschebina was born in the German Empire and was born in the,Liselotte Grschebina was born within the German Empire.
203,Liselotte Groschebina was born in the German Empire and was born in the,Liselotte Grschebina was born in the German Empire.
204,"The President of the Senate leads Mexico, where the leader is known as the President.",The leader title in Mexico is the President of the Senate.
205,"The President of the Senate leads Mexico, where the leader is known as the President.","Mexico's government has a position titled the ""President of the Senate""."
206,"The President of the Senate leads Mexico, where the leader is known as the President.",Mexico's leader has the official title President of the Senate.
207,Dijon is 25 metres above sea level and is 245.0 metres above sea level.,Dijon's elevation is 245.0 above the sea level.
208,Dijon is 25 metres above sea level and is 245.0 metres above sea level.,Dijon has an elevation of 245.0 above the sea level.
209,Dijon is 25 metres above sea level and is 245.0 metres above sea level.,Dijon's elevation is 245.0 above sea level.
210,"The Super Capers of Super Captures starred the super super cappers, Justin Halin",The film Super Capers starred Justin Whalin.
211,"The Super Capers of Super Captures starred the super super cappers, Justin Halin",The film Super Capers stars Justin Whalin.
212,"The Super Capers of Super Captures starred the super super cappers, Justin Halin",Super Capers starred Justin Whalin.
213,"GMA Network is the parent company of GMA New Media, whose parent company is G","GMA New Media, Inc. is a subsidiary of GMA Network."
214,"GMA Network is the parent company of GMA New Media, whose parent company is G",GMA Network is the parent company of GMA New Media.
215,"GMA Network is the parent company of GMA New Media, whose parent company is G",The parent company of GMA New Media is the GMA Network.
216,"GMA Network is the parent company of GMA New Media, whose parent company is G",GMA New Media is a branch of the GMA Network company.
217,"The country of Indonesia, where the leader is Petah Tikva, is home to",Petah Tikva is a city in Israel.
218,"The country of Indonesia, where the leader is Petah Tikva, is home to",Petah Tikva is in Israel.
219,"The country of Indonesia, where the leader is Petah Tikva, is home to",Petah Tikva is in the country of Israel.
220,The start date of the career of Harold Francis is 1920-01-01 and the career began on 01,Harold French started being an active actor in 1920.
221,The start date of the career of Harold Francis is 1920-01-01 and the career began on 01,Harold French has been active as an actor since 1920.
222,The start date of the career of Harold Francis is 1920-01-01 and the career began on 01,Harold French started his career as an actor in 1920.
223,The Arab Citizens of Iran are an ethnic group in the country which is the location,The Arab citizens of Israel is an ethnic group in Israel.
224,The Arab Citizens of Iran are an ethnic group in the country which is the location,Ethnic groups in Israel include Arabs.
225,The Arab Citizens of Iran are an ethnic group in the country which is the location,One of the ethnic groups in Israel is Arabs.
226,Anatole de Gaswald died in London. He died in London.,Anatole de Grunwald died in London.
227,AmeriGas has 8500 employees and 8500 employees.,"AmeriGas has 8,500 employees."
228,AmeriGas has 8500 employees and 8500 employees.,"8,500 people work in AmeriGas."
229,AmeriGas has 8500 employees and 8500 employees.,AmeriGas has 8500 employees.
230,"Terence Grant is the author of the novels, English With Out Times and Terence Garrett",'English Without Tears' was written by Terence Rattigan.
231,"Terence Grant is the author of the novels, English With Out Times and Terence Garrett","""English Without Tears"" was written by Terence Rattigan."
232,"Terence Grant is the author of the novels, English With Out Times and Terence Garrett",Terence Rattigan is the writer of English Without Tears.
233,"Adam West started his career on January 1, 1954 and became active on January 1, 1954.",Adam West got his first role in 1954.
234,"Adam West started his career on January 1, 1954 and became active on January 1, 1954.",Adam West has been an actor since 1954.
235,"Adam West started his career on January 1, 1954 and became active on January 1, 1954.",Adam West started his career from the year 1954.
236,The MotorSport Virage is located in Longfield and is the manufacturer of the Motor Sport Vision,"MotorSport Vision is based in the city of Longfield, Kent."
237,The MotorSport Virage is located in Longfield and is the manufacturer of the Motor Sport Vision,The MotorSport Vision location is the city of Longfield.
238,The MotorSport Virage is located in Longfield and is the manufacturer of the Motor Sport Vision,MotorSport Vision is in the city of Longfield.
239,"The Bedford Avenue, which is 8334 metres above sea level, is the home to the",The Bedford Aerodrome is 83.2 meters above sea level.
240,"The Bedford Avenue, which is 8334 metres above sea level, is the home to the",Bedford Aerodrome is at an elevation of 83.2104 above sea level.
241,"The Bedford Avenue, which is 8334 metres above sea level, is the home to the",The Bedford Aerodrome elevation above the sea level is 83.2104 meters.
242,The runway length of Bedford Aerodrome is 1095.0 and the length is 109,The runway length at the Bedford Aerodrome is 1095.
243,The runway length of Bedford Aerodrome is 1095.0 and the length is 109,The runway length of the Bedford Aerodrome is 1095.0.
244,Ciudad Ayala is part of the Andlos and is part of the city,Ciudad Ayala is part of Morelos.
245,Ciudad Ayala is part of the Andlos and is part of the city,Ciudad Ayala is a part of Morelos.
246,The German empire was founded on 01-01-1871 and is the founding date of the German Empire,The founding date of the German Empire was the first of January 1871.
247,The German empire was founded on 01-01-1871 and is the founding date of the German Empire,The founding date of the German Empire is 1871-01-01.
248,The German empire was founded on 01-01-1871 and is the founding date of the German Empire,"The German Empire was founded on January 1, 1871."
249,"The number of post graduate students at the University of Burningy, which has 9400 post",There are 9400 postgraduate students attending the University of Burgundy.
250,"The number of post graduate students at the University of Burningy, which has 9400 post",The University of Burgundy has 9400 post-graduate students.
251,"The number of post graduate students at the University of Burningy, which has 9400 post",The University of Burgundy has 9400 postgraduate students.
252,Trane has an operating income of 875.4 million USD and an operating income of,"The operating income of Trane is $875,400,000."
253,Trane has an operating income of 875.4 million USD and an operating income of,Trane has an operating income of 875.4 million USD.
254,Trane has an operating income of 875.4 million USD and an operating income of,"Trane has an operating income of $875,400,000."
255,"Mayor leads La Crosse, Wisconsin, which is led by the Mayor.","La Crosse, Wisconsin is governed by a mayor."
256,"Mayor leads La Crosse, Wisconsin, which is led by the Mayor.","The leader of La Crosse, Wisconsin is a Mayor."
257,"Mayor leads La Crosse, Wisconsin, which is led by the Mayor.",The leader in La Crosse is a mayor.
258,"Mayor leads La Crosse, Wisconsin, which is led by the Mayor.",Mayor is the title of the leader of La Crosse in Wisconsin.
259,The ICAO Location Identifier of the Bedford Aerodrome is EGBF,The ICAO location identifier for Bedford Aerodrome is EGBF.
260,The ICAO Location Identifier of the Bedford Aerodrome is EGBF,Bedford Aerodrome's International Civil Aviation Organization (ICAO) identifier is EGBF.
261,The ICAO Location Identifier of the Bedford Aerodrome is EGBF,The ICAO location identifier for the Bedford Aerodrome is EGBF.
262,"Oberbürgermeister is the leader of Karlsruhe, which is led by Oberburgmeister. The leader",Karlsruhe's leader is Oberbürgermeister.
263,"Oberbürgermeister is the leader of Karlsruhe, which is led by Oberburgmeister. The leader",The leader of Karlsruhe is called the Oberbürgermeister.
264,"The film, Its Great to be found in the film ""A94"" and has","The duration of the film 'It's great to be young', from 1956, is 94 minutes."
265,"The film, Its Great to be found in the film ""A94"" and has",The running time of the movie It's Great to be Young is 94 minutes.
266,"The film, Its Great to be found in the film ""A94"" and has","The length of 1956's film ""It's Great to Be Young"" is 94 minutes."
267,"Aileen Raymond is the wife of John Miller, who is the spouse of, A",John Mills was married to Aileen Raymond.
268,"Aileen Raymond is the wife of John Miller, who is the spouse of, A",John Mills had a spouse named Aileen Raymond.
269,Lionsgate offers a service in the Digital Distribution of Lionsgate.,Lionsgate provides digital distribution service.
270,Lionsgate offers a service in the Digital Distribution of Lionsgate.,Lionsgate offers digital distribution service.
271,Lionsgate offers a service in the Digital Distribution of Lionsgate.,Digital distribution is a service of Lionsgate.
272,Pontiac has an edation of 10/31/10/10/10/10/10,"The Pontiac brand became extinct on October 31, 2010."
273,Pontiac has an edation of 10/31/10/10/10/10/10,Pontiac went extinct on 2010-10-31.
